#output name: AD3.2 Left Out; unit: mmHg; start buffer datetime: 2020-12-01 12:12:10.701442
timestamp,vb.va
12:12:15.591,97.60558076142007
12:12:15.596,97.08146839162833
12:12:15.601,96.80416460462374
12:12:15.606,97.03991388534274
12:12:15.611,97.68983950341413
12:12:15.616,98.68670966210726
12:12:15.621,100.2656714029194
12:12:15.626,102.10918040904374
12:12:15.631,104.2000454881566
12:12:15.636,106.34034893245513
12:12:15.641,108.05251503926564
12:12:15.646,109.76462639705613
12:12:15.651,111.06874805676995
12:12:15.656,112.1676156399821
12:12:15.661,113.39903060095111
12:12:15.666,114.42645071288183
12:12:15.671,115.34940969438702
12:12:15.676,116.33407082158914
12:12:15.681,117.24115258725402
12:12:15.686,118.31374064079938
12:12:15.691,119.39426730226506
12:12:15.696,120.64522766342367
12:12:15.701,121.80212920798334
12:12:15.706,122.86256297905794
12:12:15.711,123.99011904882303
12:12:15.716,125.15068877773211
12:12:15.721,126.04309780599971
12:12:15.726,127.22200845665526
12:12:15.731,128.01669048397451
12:12:15.736,128.79242935032568
12:12:15.741,129.64514533899245
12:12:15.746,130.30300956498405
12:12:15.751,130.92178299059634
12:12:15.756,131.46784971746393
12:12:15.761,132.05054353880456
12:12:15.766,132.37673820079345
12:12:15.771,132.72981463167054
12:12:15.776,132.94114584940763
12:12:15.781,132.962552716282
12:12:15.786,133.01992968938777
12:12:15.791,132.94235032785065
12:12:15.796,132.88070293117397
12:12:15.801,132.8562301191718
12:12:15.806,132.6589693996106
12:12:15.811,132.57586038703943
12:12:15.816,132.34498376911273
12:12:15.821,132.07134816645743
12:12:15.826,131.58758582450815
12:12:15.831,131.17767991072668
12:12:15.836,130.37752298139338
12:12:15.841,129.26518713922695
12:12:15.846,128.0002110289127
12:12:15.851,125.87206186708505
12:12:15.856,123.43671595325685
12:12:15.861,120.38139213537335
12:12:15.866,117.7792807062014
12:12:15.871,116.96012586687988
12:12:15.876,118.52627633697949
12:12:15.881,121.73495216027271
12:12:15.886,124.51850184218569
12:12:15.891,125.20565679395173
12:12:15.896,123.82888318451336
12:12:15.901,121.95854715852084
12:12:15.906,121.23651708092615
12:12:15.911,121.38921209809422
12:12:15.916,121.84428595349056
12:12:15.921,121.92005859736304
12:12:15.926,121.4649847419667
12:12:15.931,120.92072473276374
12:12:15.936,120.61653917687084
12:12:15.941,120.63975276140985
12:12:15.946,121.17114675088004
12:12:15.951,121.32630547395428
12:12:15.956,121.47412782832993
12:12:15.961,121.34283967803634
12:12:15.966,121.09055619323527
12:12:15.971,121.05266987129897
12:12:15.976,120.84621131635441
12:12:15.981,120.86635895576563
12:12:15.986,121.0648789027901
12:12:15.991,120.8492772614822
12:12:15.996,120.8107887003244
12:12:16.001,120.50233272086058
12:12:16.006,120.41801922984638
12:12:16.011,120.24638105171022
12:12:16.016,120.10282912090548
12:12:16.021,120.02771346527464
12:12:16.026,119.92078862894294
12:12:16.031,119.62454168097014
12:12:16.036,119.46576952256675
12:12:16.041,119.08520908357974
12:12:16.046,118.84332791260505
12:12:16.051,118.31921554281331
12:12:16.056,118.0064891397787
12:12:16.061,117.6723558698697
12:12:16.066,117.34008406664537
12:12:16.071,116.88988287404135
12:12:16.076,116.47515904648759
12:12:16.081,116.02128966953427
12:12:16.086,115.70916550572116
12:12:16.091,115.37141880048301
12:12:16.096,114.90473815281717
12:12:16.101,114.42524623443882
12:12:16.106,114.11859697263952
12:12:16.111,113.69713901560868
12:12:16.116,113.07590188409011
12:12:16.121,112.70026885691556
12:12:16.126,112.39055364998859
12:12:16.131,112.10777496097006
12:12:16.136,111.66797608219252
12:12:16.141,111.26907472145894
12:12:16.146,111.03639138586772
12:12:16.151,110.60880153858119
12:12:16.156,110.28014317068613
12:12:16.161,109.76889682062705
12:12:16.166,109.27232320796526
12:12:16.17,108.95100120876879
12:12:16.175,108.57169999724493
12:12:16.18,108.28766208076325
12:12:16.186,107.8130428251772
12:12:16.191,107.51132097519047
12:12:16.196,107.16618315223349
12:12:16.201,106.89862469081362
12:12:16.206,106.43380550983255
12:12:16.211,106.27684006909368
12:12:16.216,105.85291840615656
12:12:16.221,105.62998039615007
12:12:16.226,105.34835143655442
12:12:16.231,105.18832005068776
12:12:16.236,104.95317300919027
12:12:16.241,104.70641917542326
12:12:16.246,104.54206261696567
12:12:16.251,104.41077446667208
12:12:16.256,104.23179991983733
12:12:16.261,104.16089993875715
12:12:16.266,103.79747594307361
12:12:16.271,103.79933740975838
12:12:16.276,103.52630404632458
12:12:16.281,103.29723414606252
12:12:16.286,103.06876648502197
12:12:16.291,103.01073252367456
12:12:16.296,102.73523545433449
12:12:16.301,102.546515581915
12:12:16.306,102.39075461961914
12:12:16.311,102.11772125618546
12:12:16.316,101.98331241174384
12:12:16.321,101.84222418684539
12:12:16.326,101.67058600870922
12:12:16.331,101.57959313723808
