#output name: AD3.2 Left Out; unit: mmHg; start buffer datetime: 2020-12-02 13:07:02.442930
timestamp,vb_va
13:07:30.234,90.46423662704836
13:07:30.239,90.15151022401375
13:07:30.244,90.00429010885972
13:07:30.249,89.83391115818671
13:07:30.254,90.55101382396884
13:07:30.259,92.24538649923426
13:07:30.264,94.09311117990939
13:07:30.269,94.55979182757522
13:07:30.274,94.53537376459309
13:07:30.279,94.37348091204177
13:07:30.284,96.56147075288146
13:07:30.289,97.96572837042964
13:07:30.294,100.35097893083054
13:07:30.299,101.01919072162849
13:07:30.304,101.82728625888188
13:07:30.309,103.49116372992972
13:07:30.314,104.6217857448226
13:07:30.319,105.33461798703394
13:07:30.324,105.31507258684434
13:07:30.329,106.2056748974473
13:07:30.334,106.3949970090884
13:07:30.339,106.80731187975601
13:07:30.344,106.40173113856548
13:07:30.349,105.86239854117508
13:07:30.354,106.01629803678605
13:07:30.359,106.3986651934377
13:07:30.364,106.78716424034491
13:07:30.369,105.69316931992506
13:07:30.374,106.14337051252897
13:07:30.379,105.72859193595508
13:07:30.384,105.50017902393466
13:07:30.389,104.40372039760854
13:07:30.394,104.47462037868871
13:07:30.399,103.87845829839381
13:07:30.404,103.48448434947278
13:07:30.409,102.5780048230294
13:07:30.414,101.77845013291773
13:07:30.419,99.90931858536834
13:07:30.424,99.16232295459014
13:07:30.429,99.60940345304624
13:07:30.434,99.65769208880891
13:07:30.439,100.66370533386515
13:07:30.444,100.10115915193575
13:07:30.449,102.3153737734221
13:07:30.454,103.1973804878632
13:07:30.459,101.88657944769255
13:07:30.464,101.35638993666527
13:07:30.469,100.08528193609544
13:07:30.474,99.52574695027369
13:07:30.479,99.71019639912237
13:07:30.484,98.22348675724464
13:07:30.489,96.90715606603982
13:07:30.494,95.99706310426728
13:07:30.499,96.06670385788419
13:07:30.504,95.64584814007486
13:07:30.509,95.31291934860889
13:07:30.514,95.4283850320823
13:07:30.519,95.77286586679753
13:07:30.524,95.5438507155556
13:07:30.529,95.6409207282623
13:07:30.534,95.76125907452814
13:07:30.539,95.89260197384186
13:07:30.544,95.51877566433194
13:07:30.549,95.19017204545702
13:07:30.554,95.10038365242877
13:07:30.559,94.76258219817049
13:07:30.564,94.31610393893601
13:07:30.569,93.93247755482122
13:07:30.574,93.62522605380042
13:07:30.579,93.59834428491212
13:07:30.584,93.29848390161015
13:07:30.589,93.2746133288295
13:07:30.594,93.78591442790872
13:07:30.599,93.59774204569061
13:07:30.604,93.86042784431805
13:07:30.609,93.93674797839202
13:07:30.614,94.18842922397158
13:07:30.619,94.32951744887004
13:07:30.624,94.1902359416361
13:07:30.629,93.93674797839202
13:07:30.634,94.23299492636482
13:07:30.639,93.74923258441555
13:07:30.644,93.39922209866614
13:07:30.649,92.73221478631132
13:07:30.654,92.55630618460435
13:07:30.659,92.07435056031971
13:07:30.664,91.95406696307401
13:07:30.669,91.75675149449268
13:07:30.674,91.82453078142493
13:07:30.679,91.60465871654623
13:07:30.684,91.53687942961398
13:07:30.689,91.67063128581384
13:07:30.694,91.5991838145323
13:07:30.699,91.46723867599707
13:07:30.704,91.27178467410039
13:07:30.709,90.75561091222875
13:07:30.714,90.47951160366716
13:07:30.719,90.23582371502795
13:07:30.724,89.9572607005602
13:07:30.729,89.57795948903635
13:07:30.734,89.995749261718
13:07:30.739,91.52401340988132
13:07:30.744,93.43650618138093
13:07:30.75,94.08276361510303
13:07:30.755,94.11265658009899
13:07:30.76,94.5390419489425
13:07:30.765,95.50716887206244
13:07:30.77,97.19606664531392
13:07:30.775,99.0028938079451
13:07:30.78,101.13525864432341
13:07:30.785,101.5933436958274
13:07:30.789,102.0850993947169
13:07:30.794,103.78500172101639
13:07:30.799,105.0127484976361
13:07:30.804,105.81597137209707
13:07:30.809,105.81104396028451
13:07:30.814,105.92223922018712
13:07:30.819,106.07739794326136
13:07:30.824,106.06945933534115
13:07:30.829,105.944248326283
13:07:30.834,105.46289494121987
13:07:30.839,106.20014524641323
13:07:30.844,106.03277749184798
13:07:30.849,106.25210206652531
13:07:30.854,105.56122418138972
13:07:30.859,105.25523190783218
13:07:30.864,104.92597130071562
13:07:30.869,104.6670084354576
13:07:30.874,103.97251711499285
13:07:30.879,102.52730723038059
13:07:30.884,103.78927214458719
13:07:30.889,102.92494936365102
13:07:30.894,101.94461340903996
13:07:30.899,100.67043946334235
13:07:30.904,98.96320076834417
13:07:30.909,99.29914075591779
13:07:30.914,99.2691930419017
13:07:30.919,100.5421625091563
13:07:30.924,100.2337065296926
13:07:30.929,102.59508651731284
13:07:30.934,102.06122882193625
13:07:30.939,101.67886166528473
13:07:30.944,100.7314846207974
13:07:30.949,100.43649690028786
13:07:30.954,100.1695406780895
13:07:30.959,99.33209966604153
13:07:30.964,97.98341230393459
13:07:30.969,97.40619338460789
13:07:30.974,96.94257868206984
13:07:30.979,95.99093121401171
13:07:30.984,95.27749673257887
13:07:30.989,95.38929423170299
13:07:30.994,95.4131100554635
13:07:30.999,95.11439940158442
13:07:31.004,95.06676775406339
13:07:31.009,95.154749429427
13:07:31.014,95.63057316345606
13:07:31.019,95.53344840172923
13:07:31.024,95.50410292693465
13:07:31.029,95.27508777569273
13:07:31.034,95.18404015520133
13:07:31.039,94.80413670445608
13:07:31.044,94.54572132939944
13:07:31.049,94.31851289582204
13:07:31.054,93.92640041358578
13:07:31.059,93.56784908069466
13:07:31.064,93.2281861597516
13:07:31.069,93.21597712826059
13:07:31.074,93.2813474583067
13:07:31.079,93.48293335045884
13:07:31.084,93.70220317611603
